question,subjects
"자신이 어느분야를 막론하고 1등이라고 생각하는지 물음 그에대한 꼬리 질문, 1인당 5분 정도",{}
Q. 간략한 경력소개 및 자기소개 Q. 다음회사를 가기 위한 준비과정이 아닌지,{}
"자신의 강점, 가장 존경하는 역사적 인물과 그 이유",{}
이것만큼은 1%안에 든다는 것을 준비하여 발표,{}
우리는 최고의 1%만 뽑는데 자신이 그렇다고 생각하는지?,{}
피티에서는 요즘 시사에 나올만한 것이나 it관련된 주제로 자신의 의견을 말하는 것이었습니다.,{}
"나의 다른 지원자들과는 다른 강점 그리고 그에 대한 꼬리 질문들, 다른 지원자들과는 정말 다른 색다른 경험에서부터 나오는 강점이면 좋을 듯 싶음. 그에 대해 관심을 가 지심.",{}
출신학교에 진학한 이유는? 학점이 낮은 이유는?,{}
인성면접 - 자기 강점에 근거해서 자기 자신을 소개하고 그 강점에 대한 근거를 대라,{}
토론면접 주제- 인천 어린이집 아동학대 사건,{}
내가 가진 상위 1프로 능력에 대하여 구체적으로 설명하라.,{}
맡게될 업무에 대해 기술적으로 여러가지 상황에 대한 대처를 질문받음,{}
1. 직장생활하면서 가장 힘들었던 상황과 이를 어떻게 해결하였는디 얘기해보시오 2. 지원동기는?? 그 외는 기술적이 ㅜ분들 이전에 어떤 프로젝트 개발을 햌ㅅ었는지 담당업무는 무엇인지에 대해서 상 세히 질문함,{}
인생에서 가장 큰 실패 경험이 무엇입니까(학창시절 모든 활동 제외),{}
"영어 면접은 타기업 면접과 동일하게 2:1 면접으로 외국인 한 명과 한국인 한 명이 면접관으로 계시고, 몇차례 질문을 하시고 읽어주시는 지문을 듣고 질문에 답변하는 정도로 진행됩니다. 전공 면접은 3:3이 었고, 전 대학원생이라 전공 PT를 한 후 질문을 받았습니다. 질문 난이도는 그리 어렵지 않은 수준이었 습니다. 끝으로 임원 면접은 5:4였습니다. 대표이사분과 4분의 면접관님이 계시지만 질문은 대표이사 분만 하십니다. 질문은 2개였고, 자신이 1등이라 생각하는 것 한 가지 말해보라, 역사적으로 존경하는 인물을 말해보라 였습니다. 먼저 말하고 싶은 사람 순으로 답변하며, 어설프게 준비하다간 대표이사님 의 압박에 멘탈이 나갈지도 모릅니다. 또한 역사에 대해서 식견이 높으셔서 준비한 인물에 대해 다양한 업적이나 생각을 준비하셔야 합니다. 고작 2개 공통 질문을 받고 마치니 허무하더군요.",{}
자신이 회사에서 필요한 인재라고 생각하는지와 업무에서의 장점은?,{}
자신의 강점은?(인성면접) 토론면접은 어렵지 않은 이슈문제들이 나옵니다.,{}
자신의 강점을 찾아야한다 인턴경험 외국어로말해보기 등,{}
살아온 과정을 상세하게 서술하고 자기소개 30에서 1분정도해봐,{}
자신이 한 프로젝트에 대해 설명해보라,{}
"당신은 학교에서 우수한 성적을 거두었는데, 그로 인해 나쁜점이 있었는가?(지나친 경쟁심 등)",{}
그동안 수행한 프로젝트 별 업무성과를 질문하였습니다.,{}
대한민국 상위 1%에 드는 나의 무기는?,{}
"인성면접에 대표이사님이 들어오심. PT/토론 면접은 시사 상식 문제로 이루어졌음 영어면접은 입사하는데 그다지 큰 영향을 미치는 사항은 아니라 함 채용방식 인/적성검사, PT면접, 영어면접, 토론면접, 개인면접 발표시기 14일 후 ""하루에 인성, PT/토론, 영어면접 다 이루어짐"" 불합격 보통 도움이 돼요 0",{}
"자기소개 시키시고 거의 일정한 질문이 주어집니다. ""서류 - 인적성 - 면접전형으로 세가지 전형으로 진행됩니다. 면접 이후엔 건강검진 인 것으로 알고 있습니다."" 불합격 보통 도움이 돼요 0",{}
현대그룹의 궁극적 목표는 어떤것인가에대한 질문이였습니다,{}
이직한 이유? 최근 관심 기술 업무에관한 이해도 경력을 깎기위한 질문(신입 생각은 없냐),{}
업무에 대한 자기개발을 위해 어떠한 활동들을 하고 있는가?,{}
리더로 특정 일을 주도한 경험,{}
"너의 강점이 무엇이냐 영어인터뷰 : 사진을 보고 설명. 지문 요약 채용방식 PT면접, 그룹면접, 토론면접 ""PT/토론 : 제비뽑기로 뽑은 주제로 면접관과 팀원앞에서 발표, 토론 임원면접 : 다대다 인성면접 영어인터뷰 : 두명의 외국인과 지문 요약, 질문에 답변"" 불합격 보통 도움이 돼요 0",{}
"자기소개, 장점이 뭐냐, 자신의 무엇을 어필할수있느냐",{}
"영어면접, 좋아하는 가수 설명. 토스만 잘 준비했다면 답할 수 있을듯",{}
"1분 자기소개, 가장 도전적인 일, 지원한 이유 채용방식 인/적성검사, 영어면접, 토론면접 ""서류전형 - 인적성 - 면접 - 신체검사 - 채용순으로 채용이 진행됩니다."" 불합격 보통 도움이 돼요 1",{}
인성이 제일 어려웠어요. 자신이 1%의 사람이라고 생각하는 이유를 대답하라.,{}
한국사 관련 역사 질문 - 붕당정치에 대하여 논하라,{}
현대자동차에서 당신의 무엇을 가장 중점적으로 보기를원하냐?,{}
"인성면접에서 사회이슈에 대한 자기의견, 본인의강점 등을 물어봄",{}
"단점이 무엇이냐 채용방식 케이스 면접, 그룹면접, 영어면접, 토론면접 발표시기 20일 후 ""영어 면접이 힘들었음, 외국인 2명들어와서 내가 말 잘 못알아들으니까 한숨쉼 임원면접시 대표이사가 역사랑 운동얘기 많이 좋아함"" 합격 보통 도움이 돼요 1",{}
당신이 1% 안에 든다고 생각하냐? 그 이유를 말해봐라,{}
"자신이 무엇을 원하고 그래서 무슨노력을 했으며 그래서 어떻게 회사에 기여할수있는지가 정리되어야 합니다. 채용방식 인/적성검사, PT면접, 그룹면접, 영어면접 대기중 보통 도움이 돼요 0",{}
지금까지 봐왔던 인물 또는 아는 인물 중 가장 존경하는 인물은?,{}
가장 중요한것은 존경하는 인물이 꼭 있어야 한다는 것,{}
"회사에 대한 질문, 학점에 대한 질문 , 자신있는 분야가 무엇인지에 대한 질문을 들었습니다",{}
"장기가 뭔지, 취미가 뭔지 등을 물어보셨습니다.",{}
내가 당신을 왜 뽑아야 합니까? 라는 대표의 질문이 기억에 남음,{}
언제 출근가능한지 바로 물어봄. 이탈율이 상당하다는걸 느낄수 있었음....,{}
"이직사유, 지원이유, 희망업무 등을 물어봤습니다. 평이 했음",{}
"기존 업무 관련해서 기술적인 부분에 대해 얼마나 아는지 프로젝트 경험이 있었어서, 해당 경험 수행 중 힘들었던 일은 없었는지 마주한 느낌으로 성격을 유추해보고 어떤 성격인지 물어봄",{}
"이전 회사 퇴사 이유는 무엇인지, 금융권 경험이 없는데 왜 지원하게 되었는지",{}
"압박식으로 진행 이력서, 경력위주 질문",{}
1차 면접은 특이사항이 없었지만 2차(대표면접) 면접은 압박면접이 엄청나게 들어왔다.,{}
주로 대학시절 프로젝트 위주의 질문과 최근 트렌드 이외 본인 인성 질문정도,{}
너무 오래전이라 기억이 확실하지는 않지만 어떤일을 했고 어떤걸 할수 있고 이런것들을 물어봤던걸로 기억남,{}
하고싶은 업무에 대해 물어봤고 운영위주의 업무인데 괜찮냐고 얘기해주심,{}
왜 이직하려고 하는지 (이직 이유 대답) 여기도 똑같으면 이직 할건지,{}
q 떨어지면 뭐할거에요? a 떨어지면 다른 it회사 갈겁니다. 등등 무난무난,{}
진행했던 프로젝트중 가장 힘들었었던 프로젝트랑 힘들었었던 이유,{}
1. 경험했던 프로젝트 2. 상사가 부당한 지시를 할 때 어떻게 할 것인지 3. 언제부터 출근 가능한지,{}
"자기소개, 장점이뭔지, 왜 지원했는지, 졸업하고 뭐했는지",{}
왜 지원했느냐 가장 관심있는 아이티 기술이 있는가 그 이유는 무엇인가 학부생때 가장 성적이 높았거나 재밌던 과목이 무언가,{}
대학교 졸업작품에 대해 개발한 내용에 대한 설명입니다.,{}
이직하려는 이유. 기존이 했던 업무와 다른데 적응을 잘 할 수 있는지,{}
1. 야근을 해야한다면? 2. 왜 지원했나? 3. 기억에 남는게 없습니다.,{}
금융권 경력이 없는데 괜찮으시겠어요? 원치않는 일을 시키면 어떻게 할것인가?,{}
전직장 퇴사이유는? 입사 후에 어떤 목표를 가지고 업무를 진행할 것인가?,{}
1. 내 단점이 무엇인거 같냐 2. 사회생활에서 가장 필요한 것이 무엇이라고 생각하는가 3. 마지막 할 말,{}
대부분의 질문은 이력서랑 자소서에 나왔던 것 같고 직무 관련된 질문도 어느정도 받았습니다.,{}
"1분 자기소개 상황예시(힘들었던 일, 실패 경험 ,장단점)",{}
프로젝트 관련 질문 본인이 가장 잘하는 것은,{}
회사에서 어떤 업무를 맡아서 하고 싶은지에 대해 질문했습니다.,{}
"1. 1분 자기소개 2. 어떤 프로젝트를 했는지 3. 지방에서 출퇴근 어떻게 하는지 4. 연차 깎여서 입사해도 상관 없는지 (1-2년, 최대 3년) 5. 입사 후 무슨 일 하고 싶은지 6. 회사에 궁금한 점",{}
"대면 질문 : 사고방식에 대한 것, 사적인 질문(흡연,술) 남녀차별 등 인사팀이라면 하지 않을 질문들을 하는 경향이 있다.",{}
1차 해당 부서 업무에 대한 질문을 많이함. 2차 이직한이유 등등 인성관련 질문,{}
"기본질문 - 지원동기, 자기소개, 입사후포부",{}
중간에 결원이 생겨 참여하게 되었는데 괜찮은지? 급여는 괜찮은지? 야근이 많은데 괜찮은지?,{}
"프로젝트 내용 역활 사용언어 등등 어떤 상황에 대한 대답 인성명접 등 채용방식 필기시험, 그룹면접 발표시기 16일 후 ""1차2차면접으로 진행되고 면접비를 챙겨줍니다.질문은 소소"" 합격 보통 도움이 돼요 0",{}
자기소개를 해주세요 이 회사에 지원한 이유는 무엇인가? 어떤 직무에서 일을 하고 싶은지,{}
어떤 프로젝트했는지 보험에 관심있는지 본인의 장점과 단점을 말하세요,{}
이직할거면 휴가를 내야하는데 왜 굳이 시간을 이른시간으로 조정까지 하는 이유는? 무슨 일 해보고 왔나? 퇴사 사유는?,{}
이력서상 이직사유에 대해 질문이 있었습니다. 어떤 사유에서 이직을했는지 합격시 또 이직을 할 사람인지 뭍는 질문으로 보였습니다.,{}
"5명정도 그룹면접 함. 자기소개, 동기지원, 근무하게 되면 통학형태는 어떻게 할 것인지, 등 기본적인 질 문 함",{}
"가장 자신있는 언어는 무엇인가, 기억에 남는 프로젝트는 무엇인가",{}
간단히 자기소개 부탁드립니다. 하고 싶은 일이 무엇인가요?,{}
-성격 장단점 -인턴하면서 진행한 프로젝트 내용 -대학시절 진행한 프로젝트 내용 및 담당 역할,{}
프로젝트에서 맡은 역할과 그 프로젝트를 진행하면서 어려웠던 점 등,{}
대부분의 임원진분들이 고지식하신데 그걸 견뎌낼 수 있는지 (아무래도 본인 성격이 여려보여서 더 강 조한듯),{}
최근 IT 관련 신기술에 대해 설명해 주세요.,{}
자기소개후 프로젝트 경험 직무에 관한 이해도 등을 질문받았습니다,{}
"인성면접(기본적인 인턴, 인턴시 뭐했는지, 취미 등등)",{}
영어질문 등 직무위주의 질문이 많았다.,{}
"1차 자소서 내용,기본적인 기술적인 면접",{}
우리 회사를 어떻게 알게 됬냐는 질문이 가장 어려웠던 것으로 생각됨,{}
"참여했던 프로젝트, 회사생활에서 가장 중요한 것은",{}
프로젝트에서 어떤 부분을 담당했나요. 수행시 힘들었던 점 및 극복방안,{}
"수행한프로젝트중 직접참여한부분은? 해당경험을통해 지원한부서에 도움이 될수있는것은? 채용방식 개인면접 발표시기 15일 후 ""실무면접은 그동안 수행했던 프로젝트에 대하여 물어보았으나 크게 기술에대해 깊 게 물어보지는 않았음 임원면접은 아주짧게 왜 이직하는지등 기본적인거만 질문함"" 합격 보통 도움이 돼요 1",{}
1. 가장 재미있게 했던 프로젝트가 어떤것이 있었는가? 또 왜 재미있었는가?,{}
1. 가장 자신있는 기술에 대해 2-3분 동안 설명 2. 내가 했던 프로젝트중 가장 자랑스러운거,{}
"조금 딱딱한 분위기의 면접장입니다. 대체로 웃음을 보이지 않으시나 몇분은 웃음을 보이시며 반응을 잘 보여주심. 자소서 위주, 기술질문 없었음",{}
"기술보다는 인성면접인 것 같았습니다. 30분 이내로 끝났고, 프로젝트 때 어떤 역할을 맡았는지, 지원 동기, 어떤 분야를 하고싶은지와 막상 맡은 일이 다를 경우 어떻게 대처할 것인지 등 이력서 바탕으로 개인 질문이 많았습니다.",{}
지금은 대표님이 변경됐지만 당시 임원면접시 직무에 대한 질문보다는 개인에 가치관이나 예상치 못한 질문들이 존재,{}
"실무적인 것 위주로 답변 하였으며, 솔직하면서도 열심히 하고자 하는 의지를 피력하였습니다.",{}
학점이 낮은데 학장시절에 무슨일 있었는지에 데해물어봄.,{}
무슨 뜬금없이 영화 느낀점을 말해보라함,{}
"멘토 관련되서 , 인턴 경력 관련, 입사 후 적응하는데 얼마나 걸리는 등?.. 채용방식 개인면접 발표시기 7일 후 ""따로 인적성은 없고. 면접 실무진 면접 임원면접?."" 합격 보통 도움이 돼요 0",{}
기존 경력 질문 이직사유 지원동기 기존 경려과 맞지 않는데 지원한 이유,{}
전직장이선 어떤 업무를 수행했는가? 정도였던것 같음 크게 어려운 질문 없음,{}
"조별과제에 대한 질문, 회사입사 동기, 영어로 말해보기 등등 평이했음",{}
1. 토익 점수가 없는데 영어 못 하나 ? 왜 없냐 ?,{}
1. 이력위주로 자기소개 2. 이력소개 3. 이력별 설명 4.마지막으로 하고픈 말,{}
"자기소개, 경력사항, 하고싶은 이야기 등 무난한 질문",{}
어떤 언어로 개발했나. 어떤 언어를 잘 다루나?,{}
"자기소개하고 어려웠던 프로젝트 소개 다시 하라고하면 할 수 있는지, 어떻게 하겠는지 1년후 본인이 큰 프로젝트를 성공했다고 가정하자, 어떻게 했을지 자세히 말하시오 본인의 단점, 읽고있는 책 설명 ""서류 - 인적성 - 면접으로 진행 인적성은 형식적으로만 보는듯"" 불합격 보통 도움이 돼요 0",{}
"인성위주의 질문이 대부분, 어떤 프로젝트 경험과 그안에서 역할등",{}
"이력서에 있는 내용 위주에 질문이 많고 대학생활에 대한 질문 위주였음 발표시기 14일 후 ""서류 전형 - 실무진 면접 - 임원 면접 - 연봉 협상"" 합격 보통 도움이 돼요 1",{}
무슨업무를 하는 회사인줄 알고 지원했으며 입사지원동기가 무엇인가?,{}
1차는 대학교 전공관련되어서 신기술이나 언어에 대해 질문 2차는 자소서내용 그리고 자유롭게 자기소개,{}
이력서 내용에 대해 부가적으로 물어본다. 경력직은 업무 지식이나 개발 스킬에 대해 가볍게 물어본다. 면접관이 누구냐에 따라 다르지만 까다로운 질문은 많지 않다.,{}
프로젝트를 수행하면서 가장 어려웠던 점이 무엇인가요? 왜 그렇게 생각하나요?,{}
"팀장 ,본부장,상무,ceo,인사팀장이 참석함"" 합격 보통 도움이 돼요 0",{}
"자기소개, 뜬끔없는 질문(콘푸로스트가 왜 콘푸로스트 인가?)",{}
작성된 이력서 위주로 물어보고 약간의 압박면접으로 진행됨.,{}
"면접은 평이하고 자기소개서 위주로 압박질문 - 유연한 대처를 원하는 느낌이 들었음 ""학점이 왜 이것 밖에 안되나?""",{}
전반적인 경력 기술에 대한 부분 설명만 했었다. 이후 인성에서는 별다른 질문은 없었다,{}
"자기소개 마지막으로 할 말 자기소개서에 대한 질문 채용방식 그룹면접 발표시기 14일 후 ""서류통과 이후 인적성 없이 바로 면접 1차 면접은 다대다 기술과 인성을 모두 물어봄 기본적인 자기소개, 마지막으로 할 말 포함"" 합격 보통 도움이 돼요 0",{}
"당신이 이회사에 지원한 이유는 무엇입니까? 같은직군의 경험은 얼마나되나요? 채용방식 그룹면접 ""크게압박은 없으며, 질문받으면 상황에 맞춰 잘답변하시면 됩니다."" 합격 보통 도움이 돼요 0",{}
이회사에 들어온 이유와 현재 하고 있는 취미에 대한것과 학교에 대한것도 물어본거 같고..,{}
딱히 난이도가 있는 질문은 없었으며 기본지식이 있으면 응대 가능한 수준,{}
어떻개 알고 지원하게 되었나요 그리고 여기에서 하고싶은 업무가 무엇인가요,{}
회사가 추구하는 인재상? 목표?는 무엇입니까?,{}
"프로젝트, 우리회사를 알고있었는지, 기타경험 등등",{}
최근에 재미있게 본 개그프로는 어떤거냐? 너가 살던 지역에 유명한 사람이 누가 있냐?,{}
"조별 토론, 프로젝트 수행 내용등 평이한 수준 ""면접은 1차,2차로 진행하며 1차 면접은 기술면접이나 분위기는 딱딱하지 않음. 2차는 임원진 면접이고 주로 인성 위주임"" 합격 보통 도움이 돼요 0",{}
성격이 우유부단 해서 일을 어떻게 하겠느냐.. 뭐 이런식,{}
근무했던 군부대 지역의 역사에 대해 설명하십시오...,{}
이 기업이 앞으로 나아가야할 방향,{}
"1차면접은 기술적 내용이라 사람마다 다를것으로 판단되며, 2차면접은 딱히 어려운 질문은 없었음. 단지 2차면접을 보는 이유가 먼지....비아냥거리는 느낌밖에는 ... 채용방식 개인면접 발표시기 5일 후 ""서류심사 후 1차, 2차면접 진행되며 1차는 어느 기업이나 비슷하게 경력에대한 기 술면접임. 2차는 인성 + 영어? ㅎㅎ 영어를 중요시하는 기업으로 보임. 영어성적이 있음에도 시키지는 않지만 먼가 영어를 질해야된다고 강조하는듯한 느낌?"" 합격 보통 도움이 돼요 0",{}
"경력으로 지원했는데 이전 직장에 대해 00개월 밖에 일하지 않았는데, 그럼 우리 회사 와서도 00개월 만에 나가는거 아니냐는 질문이 있어서 당황스러웠음.",{}
"개별로 물어보면 현재 지원한 업무에 대해 심도 있는 질문을 함 채용방식 그룹면접, 개인면접 ""서류 통과 후 2번의 면접이 있음 팀장급 면접과 임원진 면접"" 합격 보통 도움이 돼요 0",{}
"대학 시절 qa경험 질문, 관련 업무 경험, QA 즁요성",{}
"필기문제 관련 질문, 지원동기, 이전 경력",{}
문제에 대한 질문을 많이 했고 성장 과정을 궁금해했습니다,{}
1.자기소개해보세요 2.왜 그렇게 생각하였나요. 3.이거 푸실 수 있나요?,{}
워라밸이 좋은 회사가 어떤지에 관한 질문이 기억에 남습니다,{}
언어 사용 능력과 툴을 다루는 기술 관련 질문을 주로하였음,{}
본인의 강점 이전에 진행했던 프로젝트 인턴십 경험에 대한 질문 이전에 지원서 작성했다가 지원하지 않았는데 이유가 있나,{}
기본적인 지식들을 묻는 질문들과 어떠한 상황일 때 해결 방안과 의사소통에 대해 물었던 질문들,{}
직업에 대해 아는 것 직무 경험 유무 자신감,{}
"졸업하고 뭘 하였는가, QA경험은 있나? , 인상깊었던 프로젝트는?",{}
"필기 시험에 나온 QA 관련 상식들, 이전 직장에서 경험, QA를 뭐라고 생각하는지?",{}
1. qa가 왜 하고싶나 2. qa가 하는 일 3. 필기시험 틀린 문제 다시 풀어봐라,{}
캄퓨터공학을 전공했는데 어떤 이유로 QA 직군으로 지원했는가,{}
1. 자기소개 2. 지원동기 3. 전공관련질문 4. 마지막으로 하고싶은 말,{}
자동화 경험 회사에 무엇을 기대하는지 어떤걸 하고 싶은지,{}
기존 프로젝트 뭐 했는지 운전 가능한지 야근 가능한지 물어봄,{}
"왜 QA를 하고 싶은지, 본인의 장점, 학교다닐때 재밌게 들었던 과목",{}
"개인 프로젝트에 대해서 깊은 질문을 했으며, 2차 시험에 대해 질문함",{}
자신의 강점이 무엇인가? 왜 이 업무에 지원하였는가? 어떤 회사로알고잇나?,{}
면접 질문은 거의 자소서에 기술된 프로젝트와 기술 위주로 질문 주셨음 인성에 관련된 질문은 아예 안주셨어서 좋았다,{}
"nts가 무슨 일을 하는 회사인지 알고있는지, 프로젝트 경험 얘기, 사용한 언어 등",{}
1. 왜 이 직군에 흥미를 가졌는지 2. 특정한 상황에서 어떻게 행동할건지 3. 지금까지 해왔던 경험 설명,{}
직무와 맞지않는 대학전공이었는데 업무를 잘 할 수 있겠는지 희망연봉 직무를 위해 어떤 노력을했는지,{}
"본인이 수행한 프로젝트 주요 로직 설명, 코테 질문, 문제 풀이 질문",{}
1. 자신이 다른 지원자들과 차별되는 강점 2. 개발 관련하여 어떤 것들 배우고 공부했는지 3. 가장 자신있게 업무적으로 어필할 수 있는 부분,{}
연봉을 얼마 받고 싶은가요? 시험에서 틀렸던 문제 중 생각나는거 말해보세요. 이 문제는 어떻게 풀었나요?,{}
읽기 좋은 코드를 작성 해라 코드에서 불필요한 부분을 제거해라,{}
직무에 관해서 어떤걸 해봤는지에 대해서 물었음 관심을 평가하기 위해서 인거 같음,{}
필기시험 관련 질문 자기소개서 관련 IT 경험 질문 위 질문의 대답에 대한 꼬리 질문,{}
직무관련 질문이 많았고 이력사항에 적은 내용들도 되물어봄,{}
"필기시험 보고, 본 시험지에서 틀린 문제를 대충 설명해주고 풀어보라고 한다. 정말 당황스러웠음.",{}
코테와 퀴즈도 쉬운편인데 면접 질문도 특별한게 없어서 코테와 퀴즈를 다 맞아야 합격하겠다는 느낌 을 받았습다.,{}
기존에 했던 프로젝트에 대한 질문을 해주셨습니다.,{}
자기소개 회사 어떻게 알게 되었는지 왜 해당 직무에 지원했는지,{}
"개별 프로젝트, 어떤점이 제일 어려웠는지, 개선 사항은 무엇인지",{}
-자기소개 -여기까지 오는데 얼마나 걸렸는지 -qa가 뭔지 아는지 -qa자격증이 뭐가 있는지 아는지 -qa 관련하여 읽어본 책이 있는지 -개발 말고 qa를 지원한 이유는? (작성자 전공 : 컴공),{}
"QA관련문제, 개발언어 관련문제, 자신이 하고싶은말",{}
1. 자소서에 썼던 개발 프로젝트 관련 질문 2. 필기시험때 못 푼 문제 관련 질문 3. 친구들이 말하는 본인의 성격 단점,{}
"이전 경력에 대한 질문, 왜 코드를 그렇게 작성 했는지?, 왜 문제를 제대로 안읽는지?",{}
1.지필 평가의 틀린 문제들에 대해 질문 받았습니다. 2.상황을 주시고 그 문제를 어떻게 해결해 나갈지 질문 받았습니다. 3.면접이 끝나고 궁금한것들을 자유롭게 질문할 수 있는 시간을 주었습니다.,{}
친구가 말하는 당신의 단점은? 그 단점을 보완하기 위한 당신의 노력은? 학점이 낮은 이유는?,{}
"전문용어는 준비된 것처럼 들리는데, 그 전문용어를 왜 썼는지 물어보면 대답할 수 있겠나? 자격증책을 보니 실무란 무엇이라고 되어있던가? 연봉은 얼마정도 생각하고 있나?",{}
본인이 작성한 내용을 보며 가지고 있는 경험에 대해 질문. 그리고 예시를 주며 설명해보라는 질문도 있 음.,{}
이 직무에 지원하기 위한 노력 무엇을 했는지?,{}
자격증이 무었이 있느냐 어디서 공부했느냐 앞으로 QA를 어디까지 해볼꺼냐,{}
회사에 대해 얼마나 이해하고 있는가에 대한 질문이 주를 이룸,{}
네이버와 다음의 차이와 앞으로 네이버가 나아갈 방향성,{}
1차에서 본 필기시험으로 2차면접에 질문이 들어옵니다. 필기시험 내용을 다시 기억해서 꼼꼼하게 공 부하세요,{}
지원한 팀이 무엇을 하는 팀일거 같은지 그동안의 경력 웹개발과 관련한 기초지식,{}
왜 개발이 아닌 QA직무인지,{}
"자소서를 위주로 질문하십니다, 그리고 QA업무에 관련한 이해도를 질문하셨습니다.",{}
면접 질문은 잘 기억나지 않고 2차 기술시험은 그다지 어렵지않다. 풀만하다,{}
간단한 자기소개 기억에 남는 프로젝트 경험,{}
"왜 qa를 지원하였나요, qa에서 중요한 점은??",{}
"1분 자기소개, 자기소개서 질문, 인적성 검사에서 틀린 문제에 대한 질문, 앞으로의 성장 포부와 발전하 고 싶은 방향",{}
"자기소개서, 필기시험때 봤던내용으로 주로 질문하였습니다",{}
자회사라는 것을 알고 왔나요? 왜 이곳에 지원하였나요,{}
주로 지원 직무 분야에 관한 질문 및 지원 동기에 대해 많이 물어봅니다.,{}
"자기소개,해당 직무에 대한 이해 ,개발에 대한 관심도",{}
Pre-Test 7문제에 대한 질문(1시간진행) 이외에 어떤 질문도 하지 않음,{}
어려웠던 질문은 없었습니다. 1.QA를 어떻게 알게되었는가? 2.왜 우리기업에 지원하였는가?,{}
코딩관련이나 자소서에 있는 것에 대한 질문을 주로 하였음(프로젝트 관한것),{}
"질문은 10개 이상 받았고, 자기소개서, 여기 오고 싶은 이유, 원하는 직장이 무엇인지, 학교에서 졸업작 품 어떻게 했는지 설명",{}
필기전형에서 썼던 답변에 대해 설명하기,{}
"문제 여러개 주고 풀어보기, 왜 여기 지원했는가, 개발경험등등",{}
필기시험은 기본적인거 나옴. 시험을 토대로 경력에 관련된 기술적인 질문들 물어봄,{}
여기와서 어떠한 인재가 되고싶은지 어떠한계기로 지원하였는지,{}
"실무 면접 시에는 기본적인 인성이나 업무에 대한 전문성보단 어느정도 관심, 흥미를 알아보는 정도의 질문",{}
"본인이 했던 프로젝트에 대해 묻습니다. 본인이 맡았던 역할, 그리고 어떤 점을 기여했는지 미리 준비하 시면 좋을거같아요. 그리고 뭐 기본적인 인성 질문도 합니다. 뭐 장단점 이런거요.",{}
"어떤 업무를 했었는지, 개인적으로 만들어본것들이 있으면 보여달라 등등.",{}
어떤 책으로 공부했냐고 물어봄 자신의 장점 단점이 무엇이냐고 물어봄,{}
"뭘 알고 있는지 보다는 알고 있는 내용을 어떻게 알게 되었는지, 또 어떻게 공부를 하고 있는지 등을 물 어봄. 너무나 당연한 것에도 왜 그런지에 대한 질문을 함. 평소에 깊게 생각해보지 않으면 대답하기 어 려운 질문이 있음.",{}
자기소개부터 이력서내용 기술에대해 물어봄 마지막으로 하고싶은말도 물어봄,{}
직무와 관련된 질문들 자세하게 말할수는 없습니다.,{}
기술시험에서 틀린부분을 왜 틀렸는지 아냐고 물어봄,{}
기술면접은 칠판 손코딩 후 설명하는 방식이었습니다.,{}
무슨 문제풀이를 시켰는데 저는모르는 부분이였습니다. 모르면 모른다고 대답하시길..,{}
대부분 경력사항에 대한 질문으로 특별히 어려운 질문은 기억나지 않음,{}
"왜 지원했는지, 전 직장 퇴사 이유 등",{}
"휴학을 왜 했는지, 업무관련 자격증은 뭐가 있는지 아냐고 여쭤셨어요",{}
기초적인 개발관련 문제,{}
문제를 푼 것에서 대부분 질문하고 그에 따른 프로젝트 경험에 대해서 물어봄,{}
직무관련 질문들이 대부분. 신입 뽑는 자리인데 경력뽑는 줄.,{}
기술면접에서 나왔던 문제 중 하나를 다시 풀어보라고 했음,{}
필기시험과 비슷한 부류의 문제. 전공 공부 열심히한 사람은 문제없을듯.,{}
대학교를 왜 이렇게 오래다녔나?...,{}
"자기소개, 직무관련 질문, 지원했던 분야 ""메일로 연락받고 30분정도 면접진행합니다. 면접관님 표정이 없으시나, 어떤 질문이던 적극적으로 대답하는 것이 좋습니다."" 대기중 보통 도움이 돼요 0",{}
"대체로 무난한 질문 오히려 너무 기초적이라 평소에 간과했던 지식들 물어봐서 당황.. 채용방식 개인면접 발표시기 3일 후 ""서류합격 후 채용과제랑 면접일자 연락옴.. 채용과제는 제출만하면 면접보는 형식 편한 분위기에서 가벼운 질문 많이 하는편 직무 관련된 기초지식 많이 물어봄"" 불합격 보통 도움이 돼요 0",{}
자신의 비전을 만드는 것에 대해서 설명하시요,{}
대체적으로 질문이 다 어려움,{}
"우리 기업의 비전은? 여러분도 모르는 그걸 제가 지금 어떻게 알아요... 채용방식 인/적성검사, PT면접, 개인면접 발표시기 20일 후 ""서류 > 인적성 > 1차면접(팀장급) > 2차면접(실장급, 인사팀장) > 통보"" 합격 보통 도움이 돼요 0",{}
"면접관님 2명과 기술면접. 자기소개, 성격의 장단점, 협업관련,QA 직무에 대해 질문, 수행 프로젝트, 희망 연봉 정도 질문했습니다 25~30분정도 많은 질문하셨는데 잘 기억이 나질않습니다. 딱히 어렵거나 예상하지 못한 질문은 없었 습니다.",{}
상사를 어떻게 설득할거냐..,{}
도둑질 해봤냐는 질문이었습니다.,{}
긴장되는 면접 자리에서 연봉 인상이나 희망 연봉 등을 얘기하는게 쉽지않은데 조금 불편했습니다.,{}
1. 왜 이 회사에 지원하였는가? 2. 가장 자신 있었던 프로젝트는 무엇인가? 3. 어떤 언어가 가장 자신 있는가?,{}
이전 회사를 퇴사하고 컴투스로 지원하게 된 동기는? 컴투스 입사 후 이루고 싶은게 있는지? QA 툴 써본게 있는지?,{}
